,Facility Name,Site Address,Facility Type,Last Inspection Date,url,category
8,Crow and Anchor Tattoo Co.,4-470 St Clair St  Chatham ON N7L 3J2,Tattoo Parlour,08-Jun-2023,location.href = '/Facility/Details/f89035a5-883e-4338-9d98-5cf857a70c0e' ,Personal Service Settings
9,Diane Laliberte Beauty Salon,46 Rose Avenue  Tilbury ON N0P 2L0,Hair Salon,08-Sep-2020,location.href = '/Facility/Details/e118bcda-59c6-4fee-baf7-d40ca39c75b8' ,Personal Service Settings
10,Di's Cuts & Curls,44 Queen St S  Tilbury ON N0P 2L0,Hair Salon,03-Sep-2020,location.href = '/Facility/Details/e454fadd-f89b-4050-a2d3-f157186aa7fb' ,Personal Service Settings
11,Driftwood Spa by Jill,347 St. George St South  Dresden ON N0P 1M0,Aesthetic Clinic,23-Oct-2023,location.href = '/Facility/Details/98ccb674-e6c3-49fa-84bc-7abf78848c52' ,Personal Service Settings
12,Easy Nails,196 King Street W  Chatham ON N7M 1E6,Aesthetic Clinic,08-Feb-2024,location.href = '/Facility/Details/c793f7eb-6b12-4533-9af6-b2c72299cb64' ,Personal Service Settings
13,Elegant Enhancements,220 St  Clair St Chatham ON N7L 3J8,Aesthetic Clinic,08-Aug-2023,location.href = '/Facility/Details/b6631bb4-7a24-4c10-ac41-6249a8920bad' ,Personal Service Settings
14,Em's Mobile Nails,649 Queen Street South  Chatham ON N7M 2K1,Aesthetic Clinic,21-Sep-2023,location.href = '/Facility/Details/bff34ad5-c724-4f3d-ab05-710d63d6b960' ,Personal Service Settings
15,Esteem by Christine,102-392 Park Ave E  Chatham ON N7M 5Y5,Aesthetic Clinic,05-May-2023,location.href = '/Facility/Details/58733c8a-5b63-4a2e-b862-51d80aa4b367' ,Personal Service Settings
16,Esthetics by Carla Everaert,4069 Dufferin Ave  Wallaceburg ON N8A 4M9,Aesthetic Clinic,02-Feb-2024,location.href = '/Facility/Details/cc644a47-44da-4cfb-9a30-1a009a787e42' ,Personal Service Settings
17,Esthetics with Patricia,2-288 Main St  Bothwell ON N0P 1C0,Aesthetic Clinic,28-Jul-2023,location.href = '/Facility/Details/46c70421-4d59-4afb-83d8-3b35fd885133' ,Personal Service Settings
18,Faded Edge Hair Studio,35 London Drive  Chatham ON N7L 5J1,Hair Salon,12-Dec-2023,location.href = '/Facility/Details/36ee6212-5b99-4357-bb5a-2d6571726b6e' ,Personal Service Settings
19,Fancy That,1055 Dufferin Ave  Wallaceburg ON N8A 3V5,Aesthetic Clinic,20-Mar-2024,location.href = '/Facility/Details/6081875d-e0eb-4c2d-8f9e-e362d02abd28' ,Personal Service Settings
20,Fantasy Nails Plus,424 St. Clair Street  Chatham ON N7L 3K5,Aesthetic Clinic,17-Aug-2023,location.href = '/Facility/Details/efb96618-f188-494a-a587-1e6d02fc0ce2' ,Personal Service Settings
21,Femme Salon,3-183 Chatham Street South  Blenheim ON N0P 1A0,Hair Salon,05-Jul-2023,location.href = '/Facility/Details/0755b070-e89d-44c8-8cc1-1b5a5a31b73c' ,Personal Service Settings
22,First Choice Haircutters,65 McNaughton Avenue  Wallaceburg ON N8A 1R7,Hair Salon,15-Nov-2023,location.href = '/Facility/Details/a0990a4d-1109-4618-9a5e-2ebb416f796a' ,Personal Service Settings
23,First Choice Haircutters,440 St. Clair Street  Chatham ON N7L 3K5,Hair Salon,20-Jul-2023,location.href = '/Facility/Details/3864b233-0909-433a-8093-f0eb07f3cb86' ,Personal Service Settings
24,Floating Therapy,43 Victoria Ave  Chatham ON N7L 2Z9,Float Tanks,24-Aug-2023,location.href = '/Facility/Details/9709665a-9f63-420a-85b6-cffd67bcf843' ,Personal Service Settings
0,Form & Function,259 Wellington St W  Chatham ON N7M 1J9,Hair Salon,14-Nov-2023,location.href = '/Facility/Details/b4134f95-ad83-428d-b405-55e95c9244e9' ,Personal Service Settings
1,Fringe Hair Salon,11 Jahnke St W  Chatham ON N7M 4T4,Hair Salon,31-Oct-2023,location.href = '/Facility/Details/00df1304-19e0-4d08-abd1-34b1cf42e598' ,Personal Service Settings
2,Glow Beauty Bar,163 King St. West  Chatham Ontario N7M 1E4,Hair Salon,28-Feb-2022,location.href = '/Facility/Details/36519d5a-f5c5-4ff5-8b06-f7ffbed6ccb1' ,Personal Service Settings
3,Glow Beauty Room,107B-392 Park Ave East  Chatham ON N7M 5Y5,Aesthetic Clinic,04-Aug-2023,location.href = '/Facility/Details/fe910378-01cf-4053-8950-f759ffb7ee86' ,Personal Service Settings
4,Hair by G,12 Queen St N  Tilbury ON N0P 2L0,Hair Salon,11-Mar-2022,location.href = '/Facility/Details/7f45b439-5a32-4a66-a9d4-065d8ec9a640' ,Personal Service Settings
5,Hair By Lisa - Hudson Manor,36 Lawson St  Tilbury ON N0P 2L0,Hair Salon,01-Dec-2023,location.href = '/Facility/Details/43ca4553-d303-4bbc-aeb1-2e9038d934dc' ,Personal Service Settings
6,Hair Flair Extensions,220 St Clair St.  Chatham ON N7L 3J8,Hair Salon,20-Jun-2023,location.href = '/Facility/Details/d428a4ee-82b9-4224-9260-9ef7d551d47e' ,Personal Service Settings
7,Hairstyles Unlimited,47 Erie Street S  Ridgetown ON N0P 2C0,Hair Salon,06-Dec-2023,location.href = '/Facility/Details/d6937cf4-8f27-4fa7-bde7-91c580c11070' ,Personal Service Settings
8,Hardcore Hair,72 Buchanan Street  Wheatley ON N0P 2P0,Hair Salon,11-Dec-2020,location.href = '/Facility/Details/40ee5259-0677-48a3-b7a9-e8edcc638c56' ,Personal Service Settings
9,Haven Wellness Spa,57 Sandys Street  Chatham ON N7L 3P5,Aesthetic Clinic,24-Nov-2023,location.href = '/Facility/Details/bb8a60b0-4a6a-4f2b-bd03-fceeab234739' ,Personal Service Settings
10,Hidden Gem,12542 John Street  Morpeth ON N0P 1X0,Hair Salon,26-Mar-2024,location.href = '/Facility/Details/b70fc159-f3ff-4130-a16b-3f34f70045fe' ,Personal Service Settings
11,Imagine That Hairstyling Boutique,29 Queen Street S  Tilbury ON N0P 2L0,Hair Salon,14-Sep-2020,location.href = '/Facility/Details/11146fd0-0eb1-444b-a06d-daaa5121922c' ,Personal Service Settings
12,Imose Medica Esthetics,125 Keil Dr S  Chatham ON nN7M 3H3,Aesthetic Clinic,21-Jul-2023,location.href = '/Facility/Details/f15a7796-e9e6-4842-a1f1-fcc2d8bdabc9' ,Personal Service Settings
13,Industry Salon and Tanning,813 Queen Street South  Chatham ON N7M 2K4,Aesthetic Clinic,21-Dec-2023,location.href = '/Facility/Details/50a0931b-5421-4c09-abe0-f47fc247035e' ,Personal Service Settings
14,Ink and Anvil Tattoo Co.,237 Wellington St W  Chatham ON n7m 1j9,Tattoo Parlour,05-Oct-2023,location.href = '/Facility/Details/659110d9-ee30-4f69-952e-1993f7286aef' ,Personal Service Settings
15,Innovative Ink,103-138 King St W  Chatham ON N7M 1E3,Tattoo Parlour,18-Mar-2024,location.href = '/Facility/Details/d48a2f8f-3798-439a-a8b2-8a691faf9996' ,Personal Service Settings
16,Intrigue,330 James Street  Wallaceburg ON N8A 2N5,Aesthetic Clinic,09-Nov-2023,location.href = '/Facility/Details/b652962d-af74-4e07-a485-053554e0e838' ,Personal Service Settings
17,Iron Willow Hair Studio,7585 Grande River Line  Chatham ON N7M 5J7,Hair Salon,17-Nov-2023,location.href = '/Facility/Details/cb96bdf2-8977-43b2-9eac-1d5c4cde6c66' ,Personal Service Settings
18,Jay's Barber Shop,123 Nelson Street  Wallaceburg ON N8A 4G2,Barber Shop,,location.href = '/Facility/Details/2da2425c-d148-42a1-aa0c-18e85ae9624e' ,Personal Service Settings
19,Jeff's Barber Shop,455 St George Street S  Dresden ON N0P 1M0,Barber Shop,17-May-2023,location.href = '/Facility/Details/6d8333d8-dfb6-4beb-8afd-3feb89368025' ,Personal Service Settings
20,Jenn and Co. Beauty Bar,158 King St. West  Chatham ON N7M 1E3,Hair Salon,12-Jul-2022,location.href = '/Facility/Details/fdf9e081-174c-4a5f-93a7-45b79a2aa9bc' ,Personal Service Settings
21,J'Esthetics,146 Wellington Street W  Chatham ON N7M 1J3,Aesthetic Clinic,28-Dec-2023,location.href = '/Facility/Details/12f4bf8e-b924-4ca8-b563-d7cfee5f3ca8' ,Personal Service Settings
22,Jimmy's Barber Shop,72 Talbot Street W  Blenheim ON N0P 1A0,Barber Shop,05-Jul-2023,location.href = '/Facility/Details/dd85f32b-d7e3-4a70-b06f-2d78362fb1e5' ,Personal Service Settings
23,Jo-Elle's Hair Design,2 Devon Rd  Chatham ON N7L 3T6,Hair Salon,29-Nov-2023,location.href = '/Facility/Details/c3b76485-bfa3-4edc-aa26-451da54aff1c' ,Personal Service Settings
24,Jolene Gaudreau,184 Jane Street  Blenheim ON N0P 1A0,Hair Salon,06-Jul-2023,location.href = '/Facility/Details/024c7490-7904-49f3-8a5a-400f629c5057' ,Personal Service Settings
0,Jorge's Barber Shop,611 James Street  Wallaceburg ON N8A 2P2,Barber Shop,11-May-2022,location.href = '/Facility/Details/45c3df2c-208d-4c5f-88dd-5380675fadc0' ,Personal Service Settings
1,Julia's Health and Beauty Clinic,61 Dover Street  Chatham ON N7L 1S7,Aesthetic Clinic,09-Nov-2023,location.href = '/Facility/Details/80131d89-f2ba-49ea-a146-3443576594c0' ,Personal Service Settings
2,Just Be Pretty! Hair Boutique,89 Queen St  Chatham ON N7M 2G5,Hair Salon,17-Nov-2023,location.href = '/Facility/Details/7a9d917e-cebf-4fc8-9ea5-d18084c4cb6c' ,Personal Service Settings
3,Kakoon Health Spa,9 Main St W  Ridgetown ON N0P 2C0,Tanning Salon,,location.href = '/Facility/Details/02af1705-112d-4154-9e88-84054ae61188' ,Personal Service Settings
4,Kakoon Health Spa - Judy's Hair Design,9 Main St W  Ridgetown ON N0P 2C0,Electrolysis and Aesthetic Clinic,07-Dec-2023,location.href = '/Facility/Details/42e0cde0-f9ae-41de-ba02-7160f33d24e9' ,Personal Service Settings
5,Kate's Salon,26 MacMillan Cres  Chatham ON N7M 4C7,Hair Salon,01-Dec-2023,location.href = '/Facility/Details/750a7a11-bea2-4283-b3f2-b04bb49c31d3' ,Personal Service Settings
6,Katy's Touch,B-2 Queen St N  Tilbury ON N0P 2L0,Electrolysis and Aesthetic Clinic,19-Jul-2023,location.href = '/Facility/Details/cf9f0f9f-2264-4fa9-b2b5-eb1242d30da8' ,Personal Service Settings
7,KC Laser & Beauty Salon,39 Queen St South  Tilbury ON N0P 2L0,Aesthetic Clinic,14-Sep-2023,location.href = '/Facility/Details/1b0ced52-ae05-4d13-be22-bfc1993af116' ,Personal Service Settings
8,Kelly Mardling,8 Kyle Dr  Ridgetown ON N0P 2C0,Aesthetic Clinic,02-Nov-2023,location.href = '/Facility/Details/5267ac93-d5b0-4dbf-a09d-daf78cfbbeb3' ,Personal Service Settings
9,Kevin Wise Express Yourself,316 Bethel Road  Wallaceburg ON N8A 5J5,Hair Salon,18-Jul-2022,location.href = '/Facility/Details/77d0815c-9b73-4645-9e10-d78c85589b63' ,Personal Service Settings
10,Kokomo's,449 St. Clair St  Chatham ON N7L 3K6,Tanning Salon,,location.href = '/Facility/Details/80d3c4e4-5eda-4af1-a9d9-31cd9660cf06' ,Personal Service Settings
11,KR Beauty Bar,166 Grand Avenue West  Chatham ON N7L 1B9,Hair Salon,07-Nov-2023,location.href = '/Facility/Details/a612efbd-4e27-4382-ae34-7800202c1de5' ,Personal Service Settings
12,La Cabello Salon and Colour Bar,142 St. Clair St  Chatham ON N7L 3J3,Hair Salon,06-Dec-2023,location.href = '/Facility/Details/a2d597dd-541c-40ab-86d0-8ef972cbbdc7' ,Personal Service Settings
13,Lashes by Lisa Xu,13 Montgomery Dr  Wallaceburg ON N8A 1P1,Aesthetic Clinic,12-Mar-2024,location.href = '/Facility/Details/34de0d98-b5b9-49bc-b8aa-9a4dbb458925' ,Personal Service Settings
14,Left Wing Tattoos,43 William Street N  Chatham ON N7M 4L3,Tattoo Parlour,14-Dec-2023,location.href = '/Facility/Details/76673931-63a3-4412-ab4e-7963365283ff' ,Personal Service Settings
15,Leo's Barber Shop,235 Nelson Street  Wallaceburg ON,Barber Shop,01-Sep-2022,location.href = '/Facility/Details/ac4ddffe-baf3-4742-b642-cdaa9e8409f5' ,Personal Service Settings
16,Lisa's Hairstrandz,9-11 Erie Street S  Ridgetown ON N0P 2C0,Hair Salon,04-Oct-2023,location.href = '/Facility/Details/9943e56c-ddb6-40ef-91f4-8da856356f8c' ,Personal Service Settings
17,Loko Ink by Dairon,Lower-204 Queen Street South  Chatham ON N7M 2G6,Tattoo Parlour,14-Dec-2023,location.href = '/Facility/Details/2e9cba93-cd13-40ef-8f74-76a4bab4d8aa' ,Personal Service Settings
18,Lovat Studio,1A-220 St. Clair St  Chatham ON N7L 3J8,Aesthetic Clinic,28-Jul-2023,location.href = '/Facility/Details/ea687d40-a33f-499a-9d41-cbd4cbfc72c1' ,Personal Service Settings
19,Lucky Nails,40 Talbot Street W  Blenheim ON N0P 1A0,Aesthetic Clinic,28-Feb-2024,location.href = '/Facility/Details/1be9b46c-d60d-48fe-8185-a2ccdee4bbb3' ,Personal Service Settings
20,Luxe Wellness,L-55 Forest St.  Chatham ON N7L 1Z9,Aesthetic Clinic,14-Jun-2023,location.href = '/Facility/Details/3a3b8033-631c-4558-b01f-f0d570fcb0d1' ,Personal Service Settings
21,Lyndsay Dell Hair,107A-392 Park Ave E  Chatham Ontario N7M 5Y5,Hair Salon,06-Jul-2023,location.href = '/Facility/Details/a0a6dda7-2705-4120-a7d8-e9bf258d3759' ,Personal Service Settings
22,MaddyB Brows,R-55 Forest St.  Chatham ON N7L 1Z9,Aesthetic Clinic,19-May-2023,location.href = '/Facility/Details/6dcfb0d4-7b89-4f96-a3d9-b52ad6cdc287' ,Personal Service Settings
23,Magic Nails,23 McFarlane Street W  Chatham ON N7L 1X6,Aesthetic Clinic,01-Jun-2023,location.href = '/Facility/Details/a2e21c83-3595-4754-add0-2a1c32c3464e' ,Personal Service Settings
24,Magicuts,10 Grand Ave W  Chatham ON N7L 1S6,Hair Salon,03-Aug-2023,location.href = '/Facility/Details/40b56ff9-cf4b-4639-a22f-2127325f05e8' ,Personal Service Settings
0,Main St. Barber Shop,220 Queen Street  Chatham Ontario,Barber Shop,14-Nov-2023,location.href = '/Facility/Details/b7b2a77e-5e4f-42ec-96ef-ec6cd9f5343c' ,Personal Service Settings
1,Mainstreet Hairstyles,A-12 Queen St N  Tilbury ON N0P 2L0,Aesthetic Clinic,07-Feb-2024,location.href = '/Facility/Details/1e72448b-8420-469c-bb36-a3f9a6c5d2fa' ,Personal Service Settings
2,Mai's Nails,20 Queen St N  Tilbury ON N0P 2L0,Aesthetic Clinic,13-Mar-2024,location.href = '/Facility/Details/d4833962-1ae8-4e61-b080-d8036c0971fa' ,Personal Service Settings
3,Maison Grand,110 Talbot St W  Blenheim ON N0P 1A0,Aesthetic Clinic,22-Mar-2024,location.href = '/Facility/Details/f10c709f-2124-49b3-ad0e-fdce40b8e034' ,Personal Service Settings
4,Maison Grand,291 Grand Avenue W  Chatham ON N7L 4C3,Aesthetic Clinic,11-Mar-2024,location.href = '/Facility/Details/23fe598b-8e0e-4eaf-ab1b-0d61a9a2dc7d' ,Personal Service Settings
5,Mani Pedi In Style by Manon,1-78 Kendall Street  Chatham ON N7M 2X5,Aesthetic Clinic,29-Nov-2023,location.href = '/Facility/Details/079c7537-5fd5-4583-8731-4970d90c0ec2' ,Personal Service Settings
6,Maple City Centre - Active Nail Shop - Nail Salon inside Maple City,20 Merritt Ave  Chatham ON N7M 6G9,Aesthetic Clinic,05-Dec-2023,location.href = '/Facility/Details/d70cc459-fe69-4349-84ea-b3e50ffbdebd' ,Personal Service Settings
7,Maple City Residence - Hair Salon,97 McFarlane Ave  Chatham ON N7L 4V6,Hair Salon,22-Nov-2023,location.href = '/Facility/Details/7ec8a25c-7345-40e8-95ea-c43e5140f169' ,Personal Service Settings
8,McLashes,103-138 King St W  Chatham ON N7M 1E3,Aesthetic Clinic,18-Mar-2024,location.href = '/Facility/Details/9b21e55f-02c0-4d87-a86c-7adddd1ac166' ,Personal Service Settings
9,"Mesmereyes Artistry - Lash extension, brow lamination and face waxing.",83 Holland Ave  Chatham ON N7M 2C8,Aesthetic Clinic,05-Aug-2022,location.href = '/Facility/Details/ff68fea5-0129-4433-9c9c-d6e46b3b16d7' ,Personal Service Settings
10,Modern Trends Hair Studio & Day Spa,65 King St W  Chatham ON N7M 1C7,Aesthetic Clinic,15-Aug-2022,location.href = '/Facility/Details/b869649e-e9b0-44f9-a213-5280a5533326' ,Personal Service Settings
11,Montage & Hair Care,35 Thames Street  Chatham ON N7L 1S3,Hair Salon,20-Dec-2023,location.href = '/Facility/Details/25e6e196-6af6-4ed7-8eb1-f9c4f3a0daa0' ,Personal Service Settings
12,Myles McGilvery,1 Poplar St  Chatham ON N7L 1J8,Hair Salon,08-Jun-2023,location.href = '/Facility/Details/e3c9e017-ef60-4ef0-9e93-a8a713c1636f' ,Personal Service Settings
13,MyLinh Nails and Spa,3-180 McNaughton Ave W  Chatham ON N7L 4Z7,Aesthetic Clinic,02-Jun-2023,location.href = '/Facility/Details/648d20f5-2d9e-4ba7-a805-a6d2b7db0e81' ,Personal Service Settings
14,Nadia's Hair Studio,131 Queen Street  Chatham ON N7M 2G7,Hair Salon,22-Nov-2023,location.href = '/Facility/Details/433d28db-80be-4500-b3cb-d7023bd17c18' ,Personal Service Settings
15,Nahela Hair Salon,6-455 Grand Ave  Chatham ON N7L 1W3,Hair Salon,03-Aug-2023,location.href = '/Facility/Details/87cec60b-566e-4f12-8941-8d54f6fc2808' ,Personal Service Settings
16,Nails by Erin Nicole,29 Hamlet Ct  Chatham-Kent ON N7L 5S4,Aesthetic Clinic,02-Nov-2023,location.href = '/Facility/Details/079b2bb4-69b0-42e4-a625-d27928fb4047' ,Personal Service Settings
17,Nails for You,3-254 Talbot St W  Blenheim ON N0P 1A0,Aesthetic Clinic,17-Feb-2023,location.href = '/Facility/Details/a7bcd198-241f-41d3-8dd7-c7be770655f4' ,Personal Service Settings
18,New Image II Hairstyling,3 Brien Cres  Ridgetown ON N0P 2C0,Aesthetic Clinic,19-Oct-2023,location.href = '/Facility/Details/120c82ef-b2f4-43dc-9470-94ad8db8f162' ,Personal Service Settings
19,New Waves Hair Place,67 Victoria Street  Thamesville ON N0P 2K0,Hair Salon,30-Nov-2023,location.href = '/Facility/Details/7fe4f4f0-c56e-415d-b3b6-d7cc6f04d54d' ,Personal Service Settings
20,Noggins Hair Design Studio,71 Talbot St W  Blenheim ON N0P 1A0,Hair Salon,05-Jul-2023,location.href = '/Facility/Details/f466aebb-8094-4af4-928b-c85dc21140e9' ,Personal Service Settings
21,Oaks Retirement Village - Salon,80 McNaughton Avenue  Wallaceburg ON N8A 1R9,Aesthetic Clinic,20-Dec-2022,location.href = '/Facility/Details/913884ec-79ad-4bc4-a10d-112daa87a074' ,Personal Service Settings
22,One Forty Two Designs by Jill,142 St. Clair St  Chatham ON N7L 3J3,Hair Salon,21-Jul-2023,location.href = '/Facility/Details/6f1a54a3-3a49-4151-b405-e783b03dc5d7' ,Personal Service Settings
23,Opal Aesthetics & Day Spa,44 Marlborough St S  Blenheim ON N0P 1A0,Aesthetic Clinic,02-Jan-2024,location.href = '/Facility/Details/33b1a38d-bbcb-4a1e-94a3-20eb853cefff' ,Personal Service Settings
24,Pam's Family Hair Care,21198 Erie Street S  Wheatley ON N0P 2P0,Hair Salon,16-Sep-2020,location.href = '/Facility/Details/85bb5568-b660-4459-a2d9-e4374e2b5a91' ,Personal Service Settings
0,Park Street Place - Hair Salon,650 Park Street  Dresden Ontario N0P 1M0,Hair Salon,20-Dec-2023,location.href = '/Facility/Details/a5c9b90d-d563-4ed2-a1d4-86f3c8488063' ,Personal Service Settings
1,Patty Dauphin Hairstyles,19948 Pook Road  Blenheim ON,Hair Salon,14-Dec-2023,location.href = '/Facility/Details/194d5f49-93e5-4cd8-b096-d141251543b6' ,Personal Service Settings
2,Pedro's Barber Shop,166 St. Clair St  Chatham ON N7L 3J5,Barber Shop,27-Nov-2023,location.href = '/Facility/Details/c3cbd570-39aa-4647-8b50-108317a8a7d9' ,Personal Service Settings
3,Planet Fitness,659 Grand Ave  Chatham ON N7L 1C5,Tanning Salon,,location.href = '/Facility/Details/ba6fab92-ec09-472b-aa1e-b920f88a58d0' ,Personal Service Settings
4,Polished Nail,356 St Clair St  Chatham ON N7L 3K2,Aesthetic Clinic,02-Jun-2023,location.href = '/Facility/Details/4c0b8cc6-d933-4124-bec4-d04df6df9343' ,Personal Service Settings
5,Pro Spa,50 Main St E  Ridgetown ON N7M 2C0,Aesthetic Clinic,20-Feb-2024,location.href = '/Facility/Details/7be4e3ee-989b-4770-b837-3e9664463e9e' ,Personal Service Settings
6,Pro-Nails,242 St. Clair St.  Chatham ON N7L 3J9,Aesthetic Clinic,15-Nov-2023,location.href = '/Facility/Details/51761d33-2147-4395-8216-bb53af5ca894' ,Personal Service Settings
7,Queens Court Tooth Gems & Whitening,530 Victoria Ave  Chatham ON N7L 3B7,Aesthetic Clinic,08-Feb-2024,location.href = '/Facility/Details/db9bfe24-9196-4e63-a687-bb697da60a35' ,Personal Service Settings
8,Radiance Massage Therapy & Spa,42 Eugenie St  Chatham ON N7M 3Z1,Electrolysis and Aesthetic Clinic,18-Feb-2021,location.href = '/Facility/Details/fee4ad23-5b5b-41b9-9439-804870591ec7' ,Personal Service Settings
9,Raz-A-Mataz Beauty Salon,48 Main Street E  Ridgetown ON N0P 2C0,Hair Salon,03-Apr-2024,location.href = '/Facility/Details/40ce272b-3860-4795-94b0-84cd68ce38b1' ,Personal Service Settings
10,Reflections Hair Studio,553 Queen St  Chatham ON N7M 2J4,Hair Salon,04-Aug-2023,location.href = '/Facility/Details/abb496ce-97eb-47d1-89f1-20323a26e397' ,Personal Service Settings
11,Retreat Esthetics Studio,365 Park Ave E  Chatham ON,Aesthetic Clinic,15-Nov-2023,location.href = '/Facility/Details/8f1aef39-e3ed-4658-8c50-69e3278cba53' ,Personal Service Settings
12,Retro 21,21 Forest St  Tilbury ON N0P2L0,Hair Salon,20-Dec-2022,location.href = '/Facility/Details/7baf6629-b278-4fda-80fa-3ad75d535121' ,Personal Service Settings
13,Rhonda's Hairstyling,170 Brock St  Dresden ON N0P 1M0,Hair Salon,13-Sep-2023,location.href = '/Facility/Details/65bb8ecb-2c11-4a5c-a6d9-e71e8618749a' ,Personal Service Settings
14,Ridgetown Salon,81 Main Street E  Ridgetown ON N0P 2C0,Hair Salon,10-Aug-2023,location.href = '/Facility/Details/cfbab950-a6bd-4b6b-9f6f-300f6da3ff0e' ,Personal Service Settings
15,Robin’s Feathered Touch Aesthetics,87 St  Michael Ave Chatham ON N7M 2E7,Aesthetic Clinic,08-Jan-2024,location.href = '/Facility/Details/1b55701c-c010-4149-b4a8-ef80198a4544' ,Personal Service Settings
16,Ron Toll,6659 Middle Line  Merlin ON N0P 1W0,Barber Shop,10-Sep-2020,location.href = '/Facility/Details/f4810a1a-7bdc-4d4b-99c1-6b36b150a8ff' ,Personal Service Settings
17,Rooted Beauty,12-170 McNaughton Ace W  Chatham ON N7L 1R4,Aesthetic Clinic,28-Mar-2024,location.href = '/Facility/Details/82592311-8da0-43b0-9d29-013906ebbd31' ,Personal Service Settings
18,Rustic Roots,11297 Merritt Line  Thamesville ON N0P 2K0,Hair Salon,14-Jun-2023,location.href = '/Facility/Details/1f9eff9d-f327-440a-9bb7-5e718c02046e' ,Personal Service Settings
19,Saffron Alternative Hair Designs Inc.,325 Wellington St. West  Chatham ON,Hair Salon,15-Nov-2023,location.href = '/Facility/Details/80aac191-24ff-42b2-b62a-4b20638381ff' ,Personal Service Settings
20,Saffron Salon,35 Curran Crescent  Chatham-Kent ON N7L 5S2,Hair Salon,02-Apr-2024,location.href = '/Facility/Details/5477e434-898d-4b72-9ea4-df2629568b87' ,Personal Service Settings
21,Salon By The Thames,25 Keil Drive N  Chatham ON N7L 3V8,Hair Salon,21-Dec-2022,location.href = '/Facility/Details/0823bf7a-a675-4cbf-8ea8-dab25d862bac' ,Personal Service Settings
22,Salon Simplicity,116 Talbot St W  Blenheim ON N0P 1A0,Aesthetic Clinic,15-Jan-2024,location.href = '/Facility/Details/324e1eb3-4b1c-4dcf-a8fe-9c33ec59846e' ,Personal Service Settings
23,Salon Stylz,9-11 Erie Street S  Ridgetown ON N0P 2C0,Hair Salon,04-Oct-2023,location.href = '/Facility/Details/966c7325-a29a-4ce1-a7dd-f397d19378d2' ,Personal Service Settings
24,Sassy Hair Connections,1-584 Queen street  Chatham ON,Hair Salon,09-Nov-2023,location.href = '/Facility/Details/dec7532f-bacc-4ff8-9473-f14023a5d797' ,Personal Service Settings
0,Sephora Thames-Lea Plaza,697 Grand Ave. W  Chatham Ontario N7L 1C5,Aesthetic Clinic,17-Oct-2023,location.href = '/Facility/Details/b8739f63-3eef-4990-b877-cdbce1f9a057' ,Personal Service Settings
1,Shade Studio,1-988 North St  Dresden ON N0P 1M0,Hair Salon,20-Feb-2024,location.href = '/Facility/Details/0c7a3d76-47a9-43a6-9baf-ac68a222e4c2' ,Personal Service Settings
2,Shannon Renee's Hair,6795 Eighth Line  North Buxton ON N0P 1W0,Hair Salon,10-Feb-2022,location.href = '/Facility/Details/7d985741-6c7b-4bf2-9cf4-c609de21ebfc' ,Personal Service Settings
3,Shear Connection,56 Whippoorwill Crescent  Chatham ON N7L 4A3,Hair Salon,10-Oct-2023,location.href = '/Facility/Details/2e6fdbb3-db4b-4595-ae8b-91b918c34836' ,Personal Service Settings
4,Shear Perfection,14 Queen St N  Tilbury ON N0P 2L0,Hair Salon,11-Mar-2022,location.href = '/Facility/Details/62793284-9509-4094-b03a-37de47f7e02b' ,Personal Service Settings
5,Shear Pleasure,224 Peter St North  Bothwell ON N0P 1C0,Hair Salon,28-Nov-2023,location.href = '/Facility/Details/2b7fb6b8-e2c9-4792-aced-8f23f43857a0' ,Personal Service Settings
6,Simply Gorjess Salon,5 Regal Drive  Tilbury ON N0P 2L0,Hair Salon,22-Dec-2022,location.href = '/Facility/Details/3ac94ff3-a786-4a81-9ade-a057eb21d0f8' ,Personal Service Settings
7,Smart Style 5153,881 St Clair St  Chatham ON N7L 5J7,Hair Salon,04-May-2023,location.href = '/Facility/Details/80550f0c-501c-4186-93c3-a7b7fbb0d532' ,Personal Service Settings
8,Spa-tify,943 Wellington St  Dresden ON N0P 1M0,Aesthetic Clinic,24-Jan-2024,location.href = '/Facility/Details/e1fa1103-168e-41e8-b5ec-d79393ec09ec' ,Personal Service Settings
9,St. Andrew's Residence Hair Salon,99 Park St  Chatham ON N7M 3R5,Hair Salon,28-Nov-2023,location.href = '/Facility/Details/1134f27d-77b9-4eb9-836a-337f3bfd7c0f' ,Personal Service Settings
10,Studio 43 by Jane,43 Taylor Trail  Chatham ON N7L 5N1,Hair Salon,06-Dec-2023,location.href = '/Facility/Details/105b894e-1ada-456a-a32d-34780f49e9ad' ,Personal Service Settings
11,Studio 519 Tattoos and Custom Art,70 London Road  Thamesville ON N0P 2K0,Tattoo Parlour,13-Jul-2023,location.href = '/Facility/Details/83031448-8153-48c2-90ff-aace3c080a68' ,Personal Service Settings
12,Studio Grand,i-530 Victoria Ave  Chatham ON N7L 3B7,Hair Salon,14-Jun-2023,location.href = '/Facility/Details/afd28765-cc4e-4581-9fe5-736d27d33d9e' ,Personal Service Settings
13,Studio Moflesh,120 Victoria St  Merlin ON,Tattoo Parlour,13-Apr-2023,location.href = '/Facility/Details/fd3e22d2-cfa5-458f-a411-19cd2b869899' ,Personal Service Settings
